Year,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Total_Returns_NextYear,Pacea_ALPI_Anomaly,npi_mean_NovMar,oni_mean_DecFeb,mei_mean_AprSep,npgo_mean_DecFeb,ao_mean_DecMar,pdo_mean_DecMar,pdo_mean_MaySep,sst_aprjul,sst_anom,sss_mayaug,total_spawners_y_minus_2,total_spawners_y_minus_3,total_spawners_y_minus_4,total_spawners_y_minus_2_to_4,River_Alagnak,River_Egegik,River_Igushik,River_Kvichak,River_Naknek,River_Nushagak,River_Wood
2014,5323139.58615782,0.0,0.0,92.5766612269604,0.0,0.0,82430.9719808517,3220884.81102264,889893.760937098,6352.10549736133,0.0,37968.6170904447,396535.760607245,688888.40569972,92.5766612269613,0.0,3.30356609787662e-09,3.30273817841806e-09,0.0,6090439.2308988,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,6.838876903057098,1.2321086478955818,31.63939226919145,900312.0,1177074.0,1463928.0,3541314.0,0,0,0,0,1,0,0
2015,6090439.2308988,0.0,0.0,0.146667309239618,0.0,0.0,11744.1874034647,2215738.1961411,2291356.32159083,564.225943894506,0.0,41339.2104996921,1371746.63567862,157949.862102662,0.0,0.0,0.444871231533825,0.0,0.0,5037024.12725553,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,7.051612854003906,1.4448445988423897,31.53939086287769,938160.0,900312.0,1177074.0,3015546.0,0,0,0,0,1,0,0
1984,1340820.43467096,0.0,30303.8835998973,523064.779439511,1.35704662828151e-07,0.0,0.0,19768.34400461,767683.427626758,4.54544744430436e-08,0.0,0.0,2.64660711400162e-09,3.744068829939331e-09,0.0,0.0,0.0,0.0,0.0,995643.313090766,1.68,1006.28,26.01333333333333,-0.2866666666666667,-0.1640481899999999,-0.3995,1.4825,0.116,5.851268410682678,0.2445001555211616,31.80035350571817,664579.7666,1118872.875,3669136.414,5452589.0556,0,0,0,0,0,1,0
1985,995643.313090766,0.0,82470.0296336754,101602.148820468,34504.4839765543,0.0,1194.6158651292,250006.004236372,312947.335906828,45525.5038700406,0.0,0.0,167393.190781693,5.615334596734331e-09,0.0,0.0,0.0,0.0,0.0,2379337.92750617,-1.64,1010.006,25.64333333333333,-0.635,0.170517743,-0.81225,0.3725,0.002,4.103607922792435,-1.503160332369082,31.674259449119,446845.0461,664579.7666,1118872.875,2230297.6877,0,0,0,0,0,1,0
1986,2379337.92750617,8.90187842235939e-08,115054.711935882,420279.408315352,8931.03686106147,0.0,275.840543219469,125109.028118001,1576924.65664309,8819.91913053572,0.0,0.0,2611.8873910791,121331.438567855,0.0,0.0,0.0,0.0,0.0,1380199.93065938,5.2,1004.794,26.156666666666663,0.315,-1.2994893666666667,-0.87225,1.13,0.46,4.293108284473419,-1.3136599706880974,31.78162238135267,655739.2017,446845.0461,664579.7666,1767164.0144,0,0,0,0,0,1,0
1987,1380199.93065938,0.0,10147.1559370988,502453.47950264,34030.6013980189,0.0,1.55128756194565e-05,233673.059310938,594091.303099712,5804.33139481424,0.0,0.0,1.73804769461259e-07,4.61320123559136e-07,6.6864421336328715e-09,0.0,0.0,0.0,0.0,1090076.22722232,3.62,1005.968,27.80333333333333,1.7283333333333333,0.3326573833333333,-1.07675,1.4975,1.086,5.768152952194214,0.1613846970326973,31.528236524382635,551319.2218,655739.2017,446845.0461,1653903.4696,0,0,0,0,0,1,0
1988,1090076.22722232,0.0,85590.5135228253,218564.409449476,111519.902338948,0.0,0.0,46770.5412210206,543194.450703628,71345.3274444259,0.0,0.0,5890.14117376119,6628.18566532267,572.75570291166,0.0,0.0,0.0,0.0,1190738.06078031,1.21,1008.134,27.406666666666663,-1.16,0.8647857866666667,-0.383,0.5325,-0.286,5.871588349342346,0.2648200941808296,31.48124515476512,1095241.259,551319.2218,655739.2017,2302299.6825,0,0,0,0,0,1,0
1989,1190738.06078031,0.0,94281.4228582066,533284.555659323,26533.2433224767,0.0,0.0,63478.0956455417,432522.59171639,17209.8301304073,0.0,0.0,3961.82012938278,19466.5013185819,0.0,0.0,0.0,0.0,0.0,1804526.25503149,-2.68,1011.742,24.93,-0.8966666666666667,0.90987403,2.3985,-1.0175,-0.0859999999999999,5.350692093372345,-0.2560761617891716,31.32763057680272,429181.6128,1095241.259,551319.2218,2075742.0936000005,0,0,0,0,0,1,0
1990,1804526.25503149,0.0,174614.990794573,803990.206117516,63475.4929572769,0.0,0.0,98020.4532820955,638819.125362922,20857.6808012175,0.0,0.0,2858.39739710762,1889.90831878611,0.0,0.0,0.0,0.0,0.0,1628966.62721073,-0.87,1010.906,26.686666666666667,0.1116666666666666,-0.0613260966666666,1.68725,-0.76,-0.314,5.563302576541901,-0.0434656786196159,31.69971599151839,534459.8784,429181.6128,1095241.259,2058882.7502,0,0,0,0,0,1,0
1991,1628966.62721073,0.0,53519.9505344395,667893.303065515,54040.4706513052,0.0,0.0,32993.8193841774,791155.337996986,18463.5061369168,0.0,0.0,2.42536906225103e-09,10900.23944139,0.0,0.0,0.0,0.0,0.0,1888874.17384669,0.45,1011.244,27.036666666666665,0.5566666666666666,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,5.56310647726059,-0.0436617779009269,31.505268965194475,567863.3443,534459.8784,429181.6128,1531504.8355,0,0,0,0,0,1,0
1992,1888874.17384669,0.0,87497.3427589635,450950.245648164,217691.062776329,0.0,0.0,206199.488894642,660534.688197484,200173.728419799,0.0,0.0,15735.1581001703,50092.4590511316,6.6007403124827806e-09,0.0,0.0,0.0,0.0,2580049.13206943,2.14,1006.456,28.363333333333333,1.0266666666666666,-0.05881037,1.06725,0.04,1.056,5.197712630033493,-0.4090556251280235,31.42808303548329,752513.138,567863.3443,534459.8784,1854836.3607,0,0,0,0,0,1,0
1993,2580049.13206943,0.0,108080.063342607,463980.437262671,110429.81411821,0.0,0.0,105904.23479021,1651453.31197424,122521.50793225,0.0,0.0,5343.42696160615,11516.8172206779,819.518466962662,0.0,0.0,0.0,0.0,1436463.30122359,-0.94,1008.754,26.82333333333333,1.0116666666666667,-2.2754968,1.5175,0.0775,1.686,5.852703154087067,0.2459348989255501,31.46903316298528,544748.2476,752513.138,567863.3443,1865124.7299,0,0,0,0,0,1,0
1994,1436463.30122359,0.0,13533.5770666743,588589.891074616,19981.3658297456,0.0,400.641155600087,37828.3554258622,693606.135894039,72228.5291943184,0.0,0.0,1126.02302647214,7213.85639179295,1954.92616446782,0.0,0.0,0.0,0.0,810994.888026111,-0.63,1010.356,26.8,0.5266666666666667,-1.9444107,0.15675,0.53,-0.53,5.565114378929138,-0.0416538762323783,31.59085414658731,768816.1441,544748.2476,752513.138,2066077.5297,0,0,0,0,0,1,0
1995,810994.888026111,0.0,102933.035218081,138115.692666251,113334.825345717,0.0,0.0,124515.362637432,292042.135124859,22474.6764560016,0.0,188.803990537683,13238.5024945542,3919.95069701234,0.0,0.0,231.9033956655,0.0,0.0,1623168.65684845,1.59,1008.562,27.66333333333333,-0.2749999999999999,-1.02555351,0.6405000000000001,-0.65,0.806,5.187888652086258,-0.4188796030752586,31.3801078725217,790926.9579,768816.1441,544748.2476,2104491.3496,0,0,0,0,0,1,0
1996,1623168.65684845,0.0,41500.7619715601,340637.756540837,4627.14143638916,0.0,0.0,130535.065050283,1073214.74422365,8432.66960914471,0.0,0.0,2430.01136919642,21790.5066473849,0.0,0.0,0.0,0.0,0.0,817646.872974928,0.86,1007.772,25.84,-0.7166666666666667,-0.49204,-1.16175,0.8275,0.642,5.587652027606964,-0.0191162275545524,31.49750472538507,563334.117,790926.9579,768816.1441,2123077.219,0,0,0,0,0,1,0
1997,817646.872974928,0.0,1503.92121771713,49450.2596423759,1046.6249028997,0.0,207.106907548087,48386.2812549938,567660.163538025,124084.288188229,6.13404510585651e-05,0.0,9026.60558420404,10371.3837310479,5910.23794654447,0.0,0.0,2.4479569547537203e-09,0.0,991559.918390668,0.49,1008.67,26.23333333333333,1.653333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,6.3439734280109406,0.737205172849424,31.624789593824698,311136.3458,563334.117,790926.9579,1665397.4207,0,0,0,0,0,1,0
1998,991559.918390668,0.0,2075.99492738091,28616.3343658414,2.15501925871555e-09,0.0,563.012797564585,70182.1556904351,828614.678953225,56241.8938024046,0.0,1.84723317531898e-09,772.89449780223,4492.95335600579,2.15501925871555e-09,0.0,2.4627828685960204e-09,0.0,0.0,451807.045806223,4.58,1005.478,28.87333333333333,0.1016666666666666,0.8962181933333333,-0.64725,1.2125,-1.068,6.23176634311676,0.6249980879552437,31.431184370126296,557057.3491,311136.3458,563334.117,1431527.8119,0,0,0,0,0,1,0
1999,451807.045806223,0.0,0.0,0.0,0.0,0.0,0.0,62890.7641215736,277738.128173881,102421.804362105,0.0,0.0,5624.84341663388,3131.50573202792,1.08732589138028e-09,0.0,0.0,0.0,0.0,1344618.29639977,0.13,1009.446,25.21333333333333,-1.1866666666666663,1.38527183,0.1132499999999999,-1.0275,-2.122,3.3756258487701416,-2.231142406391375,31.67090238030277,412591.0367,557057.3491,311136.3458,1280784.7316,0,0,0,0,0,1,0
2000,1344618.29639977,0.0,0.0,0.0,0.0,0.0,0.0,363788.390887271,925448.81908919,7773.98101232732,0.0,0.0,13338.3822432371,34268.7231677444,0.0,0.0,0.0,0.0,0.0,2093784.90694055,0.26,1008.446,25.11,-0.675,1.5269583,0.7345,-1.515,-1.218,5.518519550561905,-0.0882487045996116,31.34106679460896,507532.2674,412591.0367,557057.3491,1477180.6532,0,0,0,0,0,1,0
2001,2093784.90694055,0.0,0.0,0.0,0.0,0.0,5.31089533943836e-09,37572.1894059692,1857241.2856885,186961.535385557,0.0,0.0,4811.35786109076,7198.5385994329,0.0,0.0,0.0,0.0,0.0,691785.044880413,1.5,1007.084,25.98333333333333,-0.2383333333333333,2.660991533333333,-1.4055,0.015,-1.642,6.056779623031616,0.4500113678700996,31.62734210313256,344972.2727,507532.2674,412591.0367,1265095.5768,0,0,0,0,0,1,0
2002,691785.044880413,0.0,0.0,0.0,0.0,0.0,0.0,154933.593198501,423104.905511225,99273.3821853714,0.0,9.26228294456243e-10,4075.14617142039,10398.0178138945,0.0,0.0,0.0,0.0,0.0,2409659.77058579,-0.37,1009.196,26.52,0.3616666666666667,2.0203324,0.56625,-1.08,-0.658,6.538191825151444,0.9314235699899268,31.835213461918617,446286.4967,344972.2727,507532.2674,1298791.0368,0,0,0,0,0,1,0
2003,2409659.77058579,0.0,0.0,0.0,0.0,0.0,1.00204660819666e-09,88030.5695740613,2237868.85698218,27111.8720733679,0.0,1.00204660819666e-09,7352.30030476671,49296.1716514107,0.0,0.0,0.0,0.0,0.0,2062487.12260245,2.8,1005.066,27.56,-0.0966666666666666,1.86609866,-0.25075,1.315,0.124,6.117218613624573,0.5104503584630562,31.29076632456993,897112.175,446286.4967,344972.2727,1688370.9444,0,0,0,0,0,1,0
2004,2062487.12260245,0.0,0.0,0.0,0.0,0.0,0.0,240487.491933777,1540416.41747768,207962.959241411,3141.62838429013,0.0,13097.9929440343,57380.6326212477,2.41203572605426e-09,0.0,0.0,3.3765035041808102e-09,0.0,3672976.30209629,2.83,1008.564,27.0,0.1233333333333333,0.38554044,-0.65775,-0.3775,0.16,6.222519844770432,0.615751589608915,31.535762359846885,349155.3099,897112.175,446286.4967,1692553.9816,0,0,0,0,0,1,0
2005,3672976.30209629,0.0,0.0,0.0,0.0,0.0,1.71084071656003e-09,256405.375229429,3299219.83466898,77948.2425410116,0.0,0.0,5166.52049467201,34236.3291621872,5.125347001619941e-09,0.0,0.0,0.0,0.0,2731826.27073122,0.9,1008.15,27.293333333333333,0.0866666666666666,-1.5064687166666668,-0.25825,-0.025,0.182,6.863881886005402,1.257113630843885,31.446986433285385,642092.8998,349155.3099,897112.175,1888360.3847,0,0,0,0,0,1,0
2006,2731826.27073122,0.0,7788.32405084639,31274.8357457164,6241.04597162867,0.0,1.76773704071167e-09,179949.038081643,2113325.08612488,374845.074158252,0.0,0.0,4763.34463212569,13639.5219661207,0.0,1.76773704071167e-09,0.0,0.0,0.0,2469463.10559578,0.37,1010.108,25.90333333333333,0.0016666666666666,-1.04372476,-1.0085,0.02,-0.432,5.3635267317295074,-0.2432415234320091,31.60625827134545,543872.2652,642092.8998,349155.3099,1535120.4749,0,0,0,0,0,1,0
2007,2469463.10559578,0.0,0.0,0.0,0.0,0.0,1.2261401766206602e-09,388618.202920449,1763507.71788896,257535.385219123,1084.2095421398,0.0,30293.1040794289,24209.8880194185,4214.59792625993,0.0,0.0,0.0,3.06543346439942e-09,1909482.51005245,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,5.147193297743797,-0.4595749574177192,31.794008518332863,1106703.0,543872.2652,642092.8998,2292668.165,0,0,0,0,0,1,0
2008,1909482.51005245,0.0,5026.92581272982,66769.1819139994,18960.8032325333,0.0,2409.38372032272,194650.117400438,1543092.12084198,68339.5712035949,363.373577345907,0.0,1.13993831235916e-09,9871.03234950566,0.0,0.0,0.0,0.0,0.0,2077745.76725557,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,4.132083684206009,-1.4746845709555076,31.23010551395701,548410.0,1106703.0,543872.2652,2198985.2652000003,0,0,0,0,0,1,0
2009,2077745.76725557,0.0,0.0,0.0,0.0,0.0,1.11273526461665e-09,359162.588976833,1474123.86197733,216438.590179294,0.0,0.0,5760.26466354301,22260.4614585726,0.0,0.0,0.0,0.0,0.0,1206250.66000498,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,4.4400522112846375,-1.166716043876879,31.84560984995828,518041.0,548410.0,1106703.0,2173154.0,0,0,0,0,0,1,0
2010,1206250.66000498,0.0,4695.94203598953,7279.4335735332,9543.30228758461,0.0,1034.01659746382,104739.84738397,975338.19625788,79377.8590575187,0.0,0.0,8747.68063347035,15494.3821775733,0.0,0.0,0.0,0.0,0.0,1167743.47542905,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,4.517939180135727,-1.0888290750257896,31.85752287195689,492546.0,518041.0,548410.0,1558997.0,0,0,0,0,0,1,0
2011,1167743.47542905,0.0,2.6287528043367703e-09,53636.4851208468,1441.06633161757,0.0,1273.49879457973,30883.2395986522,1017213.64630729,37100.3411797458,0.0,0.0,5282.21390168137,20912.9841946361,0.0,0.0,0.0,0.0,0.0,1038209.03832845,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,4.97808238863945,-0.6286858665220665,31.665613395064625,484149.0,492546.0,518041.0,1494736.0,0,0,0,0,0,1,0
2012,1038209.03832845,0.0,997.786352428849,10879.2504138378,9824.96782768697,0.0,627.397220647775,163624.600123549,750618.310451247,94243.8262835857,0.0,0.0,2.32002663649614e-09,7392.89965546498,3.16367413795912e-09,0.0,0.0,0.0,0.0,2010208.72414432,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,3.803842842578888,-1.8029254125826288,31.83025782143892,468696.0,484149.0,492546.0,1445391.0,0,0,0,0,0,1,0
2013,2010208.72414432,0.0,0.0,11309.44128207,0.0,0.0,1.6205857209318e-09,97921.8693864645,1834715.03123496,54932.9005954539,0.0,0.0,4819.44601494909,6510.03563042492,0.0,0.0,0.0,0.0,0.0,1510848.69621363,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,5.305785238742828,-0.3009830164186882,31.74731499401491,428191.0,468696.0,484149.0,1381036.0,0,0,0,0,0,1,0
2014,1510848.69621363,0.0,0.0,4535.09855681046,3410.25160850077,0.0,1.0449614458456402e-09,203130.295874963,1140499.8160729,142272.260393701,0.0,1.0449614458456402e-09,4715.28214582489,12285.6915609299,0.0,0.0,0.0,0.0,0.0,2475860.1983152,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,6.838876903057098,1.2321086478955818,31.63939226919145,432438.0,428191.0,468696.0,1329325.0,0,0,0,0,0,1,0
2015,2475860.1983152,0.0,0.0,18243.7546998352,0.0,0.0,9.49333658469398e-10,206783.841276026,2223040.27062009,25691.4534421532,0.0,0.0,2100.87827708973,3.32218757486339e-09,3.79680655256918e-09,0.0,0.0,0.0,0.0,2575667.3057219,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,7.051612854003906,1.4448445988423897,31.53939086287769,894148.0,432438.0,428191.0,1754777.0,0,0,0,0,0,1,0
1984,2349711.65034803,0.0,3.28077942785162e-09,7.22843935698883e-09,10444.8482737791,0.0,0.0,472215.585427267,1708952.77037839,13287.7593908854,0.0,0.0,31620.1758507416,113190.511026957,0.0,0.0,0.0,0.0,0.0,1527764.22408613,1.68,1006.28,26.01333333333333,-0.2866666666666667,-0.1640481899999999,-0.3995,1.4825,0.116,5.851268410682678,0.2445001555211616,31.80035350571817,976470.0,1233318.0,2969040.0,5178828.0,0,0,0,0,0,0,1
1985,1527764.22408613,0.0,3.74304213647024e-09,4.7639136846351e-09,4.934001916637621e-09,0.0,3627.66750504082,613921.915817278,810844.449786142,1419.31123098158,0.0,0.0,72533.6266912387,25417.2530554376,0.0,0.0,0.0,0.0,0.0,2106059.95122107,-1.64,1010.006,25.64333333333333,-0.635,0.170517743,-0.81225,0.3725,0.002,4.103607922792435,-1.503160332369082,31.674259449119,1360968.0,976470.0,1233318.0,3570756.0,0,0,0,0,0,0,1
1986,2106059.95122107,154.968486457162,2.7346645638022e-09,5.4744690823878314e-09,2310.3105516457,0.0,1358.70122040682,533178.132332403,1383072.00303869,1486.02539290381,0.0,0.0,69787.3798805029,114712.430318056,0.0,0.0,0.0,0.0,0.0,3517784.9187519,5.2,1004.794,26.156666666666663,0.315,-1.2994893666666667,-0.87225,1.13,0.46,4.293108284473419,-1.3136599706880974,31.78162238135267,1002792.0,1360968.0,976470.0,3340230.0,0,0,0,0,0,0,1
1987,3517784.9187519,0.0,4.65227760080952e-09,1041.30478256289,0.263200617850207,0.0,381.823930147657,1839382.77120345,1388422.60358711,0.0394080843650357,0.0,0.0,125734.280589424,162821.832050501,0.0,0.0,0.0,0.0,0.0,2000001.51731921,3.62,1005.968,27.80333333333333,1.7283333333333333,0.3326573833333333,-1.07675,1.4975,1.086,5.768152952194214,0.1613846970326973,31.528236524382635,939000.0,1002792.0,1360968.0,3302760.0,0,0,0,0,0,0,1
1988,2000001.51731921,0.0,8941.06786674692,7.20964552789433e-09,9.79810806910998e-09,0.0,1454.52109624768,586695.162952895,1353389.36796088,12821.3885284746,0.0,0.0,15113.7766347766,21586.2322791723,0.0,0.0,0.0,0.0,0.0,3099741.63442238,1.21,1008.134,27.406666666666663,-1.16,0.8647857866666667,-0.383,0.5325,-0.286,5.871588349342346,0.2648200941808296,31.48124515476512,818652.0,939000.0,1002792.0,2760444.0,0,0,0,0,0,0,1
1989,3099741.63442238,0.0,3187.57261019307,16157.4403719932,1241.34481123235,0.0,2186.65410116098,1380822.30185249,1498999.89372902,2817.89628812643,0.0,0.0,80678.9621830852,113649.568475079,0.0,0.0,0.0,0.0,0.0,3195122.86622571,-2.68,1011.742,24.93,-0.8966666666666667,0.90987403,2.3985,-1.0175,-0.0859999999999999,5.350692093372345,-0.2560761617891716,31.32763057680272,1337172.0,818652.0,939000.0,3094824.0,0,0,0,0,0,0,1
1990,3195122.86622571,0.0,18995.2674730165,31946.7078179106,562.767524797978,0.0,0.0,1225883.75435902,1822593.97986242,16112.1504193228,0.0,0.0,44470.3536875819,34557.8850816372,0.0,0.0,0.0,0.0,0.0,4506270.80901817,-0.87,1010.906,26.686666666666667,0.1116666666666666,-0.0613260966666666,1.68725,-0.76,-0.314,5.563302576541901,-0.0434656786196159,31.69971599151839,866778.0,1337172.0,818652.0,3022602.0,0,0,0,0,0,0,1
1991,4506270.80901817,0.0,7723.01760120038,74928.933415031,1260.70100090213,0.0,1123.72960466152,1579965.35420733,2760108.06285748,3604.7063058312,0.0,148.419423677987,52691.4985044097,24716.3860976435,0.0,0.0,0.0,0.0,0.0,3071689.77900013,0.45,1011.244,27.036666666666665,0.5566666666666666,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,5.56310647726059,-0.0436617779009269,31.505268965194475,1186410.0,866778.0,1337172.0,3390360.0,0,0,0,0,0,0,1
1992,3071689.77900013,0.0,2349.19030481382,18867.9472163515,16959.267269575,0.0,4109.94372806682,1850506.32317076,991109.369232489,20885.2223852628,0.0,0.0,87904.7223262223,78154.6640718495,843.129294738982,0.0,0.0,0.0,0.0,4748131.87707944,2.14,1006.456,28.363333333333333,1.0266666666666666,-0.05881037,1.06725,0.04,1.056,5.197712630033493,-0.4090556251280235,31.42808303548329,1069440.0,1186410.0,866778.0,3122628.0,0,0,0,0,0,0,1
1993,4748131.87707944,0.0,5650.67945099754,19840.9060753802,4367.96181638104,0.0,1442.11172103988,2563487.26427029,1935323.26109797,6776.75949827929,0.0,0.0,90116.8642015942,121126.068947513,0.0,0.0,0.0,0.0,0.0,3696594.40001665,-0.94,1008.754,26.82333333333333,1.0116666666666667,-2.2754968,1.5175,0.0775,1.686,5.852703154087067,0.2459348989255501,31.46903316298528,1159920.0,1069440.0,1186410.0,3415770.0,0,0,0,0,0,0,1
1994,3696594.40001665,0.0,3.60036605342616e-09,23365.3120864923,5.48736280158065e-08,0.0,12307.0191636498,1122283.38620057,2443446.52830819,12680.1691006537,0.0,1436.3186535508,23863.7340532572,57211.9324501857,3.99376109230835e-08,0.0,0.0,0.0,0.0,4938613.22223209,-0.63,1010.356,26.8,0.5266666666666667,-1.9444107,0.15675,0.53,-0.53,5.565114378929138,-0.0416538762323783,31.59085414658731,1286250.0,1159920.0,1069440.0,3515610.0,0,0,0,0,0,0,1
1995,4938613.22223209,0.0,8952.54555706488,8271.04631280125,5426.09532832211,0.0,1295.2268207384,2739166.72702597,1824009.00482649,2446.60485384873,0.0,0.0,301350.520146334,46746.6006263911,948.850734131535,0.0,0.0,0.0,0.0,5959843.73477386,1.59,1008.562,27.66333333333333,-0.2749999999999999,-1.02555351,0.6405000000000001,-0.65,0.806,5.187888652086258,-0.4188796030752586,31.3801078725217,1180000.0,1286250.0,1159920.0,3626170.0,0,0,0,0,0,0,1
1996,5959843.73477386,0.0,13405.2819340173,77658.3747119057,1.04910505971142e-08,0.0,0.0,2380885.83567677,3167633.24941956,4644.35344132587,0.0,0.0,51076.7860222937,264539.853567975,0.0,0.0,0.0,0.0,0.0,3879033.89518723,0.86,1007.772,25.84,-0.7166666666666667,-0.49204,-1.16175,0.8275,0.642,5.587652027606964,-0.0191162275545524,31.49750472538507,1470000.0,1180000.0,1286250.0,3936250.0,0,0,0,0,0,0,1
1997,3879033.89518723,0.0,0.0,1681.22854114509,6088.09728502475,0.0,10891.9498666313,1710296.46458879,1931608.99752227,65018.4804499313,911.030672365227,0.0,85258.5569131565,66659.7652717478,8.709110375474061e-09,0.0,0.0,619.324076159655,0.0,4421017.65778073,0.49,1008.67,26.23333333333333,1.653333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,6.3439734280109406,0.737205172849424,31.624789593824698,1482162.0,1470000.0,1180000.0,4132162.0,0,0,0,0,0,0,1
1998,4421017.65778073,0.0,418.515129875493,6.84182728121302e-08,4109.07765877714,0.0,7336.07822762095,2990516.69954421,1233241.43524435,6.135911677329511e-09,0.0,489.359673254071,138580.944540375,45423.7092131464,132.086536706003,0.0,769.752012337853,0.0,0.0,7403081.01564093,4.58,1005.478,28.87333333333333,0.1016666666666666,0.8962181933333333,-0.64725,1.2125,-1.068,6.23176634311676,0.6249980879552437,31.431184370126296,1649598.0,1482162.0,1470000.0,4601760.0,0,0,0,0,0,0,1
1999,7403081.01564093,0.0,0.0,0.0,0.0,0.0,0.0,4452434.93814906,2383373.95964543,2587.75936684429,0.0,0.0,400065.852802241,163436.763538962,1181.74213839484,0.0,0.0,0.0,0.0,6541118.44438766,0.13,1009.446,25.21333333333333,-1.1866666666666663,1.38527183,0.1132499999999999,-1.0275,-2.122,3.3756258487701416,-2.231142406391375,31.67090238030277,1512396.0,1649598.0,1482162.0,4644156.0,0,0,0,0,0,0,1
2000,6541118.44438766,0.0,0.0,0.0,0.0,0.0,0.0,3104643.30313033,3217087.02792887,2874.02619446928,0.0,0.0,117398.06477986,99116.0223541334,0.0,0.0,0.0,0.0,0.0,4644098.57765731,0.26,1008.446,25.11,-0.675,1.5269583,0.7345,-1.515,-1.218,5.518519550561905,-0.0882487045996116,31.34106679460896,1755768.0,1512396.0,1649598.0,4917762.0,0,0,0,0,0,0,1
2001,4644098.57765731,0.0,0.0,0.0,0.0,0.0,2776.46904398716,204615.171809202,4383745.44721192,9319.03401261655,0.0,0.0,2900.44984345796,40742.0057361275,0.0,0.0,0.0,0.0,0.0,3859721.54490447,1.5,1007.084,25.98333333333333,-0.2383333333333333,2.660991533333333,-1.4055,0.015,-1.642,6.056779623031616,0.4500113678700996,31.62734210313256,1512426.0,1755768.0,1512396.0,4780590.0,0,0,0,0,0,0,1
2002,3859721.54490447,0.0,1094.57629994178,748.920626275951,0.0,0.0,725.249084375126,3038333.5432708,584427.046511976,21332.9820835979,0.0,899.987382517962,194836.391392085,17322.8482528966,0.0,0.0,0.0,0.0,0.0,6233372.184454,-0.37,1009.196,26.52,0.3616666666666667,2.0203324,0.56625,-1.08,-0.658,6.538191825151444,0.9314235699899268,31.835213461918617,1300026.0,1512426.0,1755768.0,4568220.0,0,0,0,0,0,0,1
2003,6233372.184454,0.0,0.0,0.0,0.0,0.0,4296.8636813709,2291699.73757299,3535682.50472069,25529.2719401949,0.0,447.80302124864,148016.764366941,227699.239150571,0.0,0.0,0.0,0.0,0.0,6430474.97027533,2.8,1005.066,27.56,-0.0966666666666666,1.86609866,-0.25075,1.315,0.124,6.117218613624573,0.5104503584630562,31.29076632456993,1458732.0,1300026.0,1512426.0,4271184.0,0,0,0,0,0,0,1
2004,6430474.97027533,0.0,0.0,0.0,0.0,0.0,0.0,3280705.36948855,2609498.74955219,5315.46440985671,8.68009732220676e-09,0.0,399870.910907273,134874.823303544,181.147028402543,0.0,0.0,28.50558550472,0.0,5881534.42570714,2.83,1008.564,27.0,0.1233333333333333,0.38554044,-0.65775,-0.3775,0.16,6.222519844770432,0.615751589608915,31.535762359846885,1283682.0,1458732.0,1300026.0,4042440.0,0,0,0,0,0,0,1
2005,5881534.42570714,0.0,0.0,0.0,0.0,0.0,44385.763239695,2176259.13665821,3230094.22067033,8218.88684225988,0.0,0.0,112747.788294284,309514.197566259,314.432436104868,0.0,0.0,0.0,0.0,12640215.1912306,0.9,1008.15,27.293333333333333,0.0866666666666666,-1.5064687166666668,-0.25825,-0.025,0.182,6.863881886005402,1.257113630843885,31.446986433285385,1459782.0,1283682.0,1458732.0,4202196.0,0,0,0,0,0,0,1
